gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0204,"I dreamed that I had just become engaged or married and that I was standing on Chester and Euclid waiting to cross the street. The light was red, so I couldn't cross the street because of the automobiles. I leaned against a telephone pole, picked a splinter from it and thought, ""Well, what difference does it make to be stopped for one light, when there is a whole life ahead?"" Next I seemed to be watching a play, Kiss Me Kate, but there was no audience that I could see. Kate and Petrucio were singing a song about dancing up and down. I thought that was as good a way to symbolize it as any. Then Petrucio said that he had practiced that afternoon with his secretary. Kate pretended to be shocked, but I knew she really wasn't.",158,Missing,0,-4.204479,-38.25389,-5.4972253,-1.2978734,4,1,NEGATIVE,0.9944056272506714,"[[{'label': 'sadness', 'score': 0.001064317999407649}, {'label': 'joy', 'score': 0.002490927232429385}, {'label': 'love', 'score': 0.0008802246302366257}, {'label': 'anger', 'score': 0.0013748304918408394}, {'label': 'fear', 'score': 0.007218217011541128}, {'label': 'surprise', 'score': 0.9869714379310608}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0205,"I dreamed that a plague had descended upon a city. The people who were affected had their faces, limbs, and other parts of the body horribly distorted. It was necessary to shut these people up in vaults. I thought that this was an unmerciful thing to do, but nobody would pay any attention. Soon I realized that my cheek was becoming hard and knew I had the disease and would have to be shut up. My leg also became hard in one spot. The people said that I would have to be shut up, but they would try to put me in a nice vault. I felt resigned, but didn't want to be so distorted. The inside of the vault wasn't too bad, and I sat and waited until I became as sick as the other people there, but somehow I wasn't afraid.",162,Missing,0,0.83832246,-17.094673,0.8082508,-1.2424514,2,0,NEGATIVE,0.6009500622749329,"[[{'label': 'sadness', 'score': 0.9952114224433899}, {'label': 'joy', 'score': 0.0007916621398180723}, {'label': 'love', 'score': 0.00018442409054841846}, {'label': 'anger', 'score': 0.0028551893774420023}, {'label': 'fear', 'score': 0.000826877192594111}, {'label': 'surprise', 'score': 0.0001303837343584746}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0206,"For a little while I was walking up a sidewalk on a road that needed mending. I remember climbing over piles of dirt and rocks. Then I was riding in a car with two boys, Leonard and John, with me in between. We were riding up a street lined by 2-story buildings. The outside wall of all the top stories was colored a brilliant deep sky blue. The sun was shining. The sky turned exactly the same deep shade of blue as the buildings so that there was blue, blue, blue all over. It was so bright and lovely that I almost cried. Next I was in a new, modern apartment on the first floor up on a hill. It had big light window sand pink decorations. When I walked in, I said, ""This needs just a touch of blue."" Then I looked around and saw at some of the little windows, flower vases, pillows, were blue. Outside was a porch, and below was a big tennis court for all the kids to play on. My brother was down there. At the time it was getting dark at twilight and I could see tiny lights in the distance.",226,Missing,0,-4.953513,-41.71545,-5.518586,-0.9016437,4,1,POSITIVE,0.9980735778808594,"[[{'label': 'sadness', 'score': 0.0006494888802990317}, {'label': 'joy', 'score': 0.9951851963996887}, {'label': 'love', 'score': 0.0019678883254528046}, {'label': 'anger', 'score': 0.0006494731060229242}, {'label': 'fear', 'score': 0.0004161125107202679}, {'label': 'surprise', 'score': 0.001131780561991036}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0207,"At one point I was trying to wheedle an extra late night from my house mother. I followed her all over the dorm saying, ""Please, just one late night."" I don't remember whether I got one or not. Somehow I was squeezing black heads and pimples on my face. I worked on them furiously and I remember seeing the tuff squeeze out. Somehow, they weren't on me, they were on someone else's arm. They got a dark purple color, so I took a big, wet alcohol-soaked piece of cotton and dabbed them with it.",112,Missing,0,-8.822904,-15.56761,-1.4846745,-1.7862935,2,1,NEGATIVE,0.998458981513977,"[[{'label': 'sadness', 'score': 0.05040425807237625}, {'label': 'joy', 'score': 0.03263142332434654}, {'label': 'love', 'score': 0.001950530451722443}, {'label': 'anger', 'score': 0.7121450901031494}, {'label': 'fear', 'score': 0.19994816184043884}, {'label': 'surprise', 'score': 0.0029204976744949818}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0208,"I dreamed that I was sick and was having a dream about Mr. Chapman, my art teacher. In my dream we were rehearsing a play that he was directing. When I actually got well and returned to school, in my dream, Mr. Chapman was rehearsing a play and just as I had dreamed it. We started talking and I told him about it. At one point during the rehearsals, he was demonstrating a dance with the main dancer, to show the others how to do it. She had very bright colors on and they went whirling and twisting all over the place. Somehow I was in love with Mr. Chapman and I think he was in love with me. I think he made love to me even though he was married and I cried because I was so sorry he was married. This is all very indefinite and I don't remember much.",167,SD,1,-1.1283487,-6.220683,2.5608504,-0.304859,5,0,NEGATIVE,0.9937926530838013,"[[{'label': 'sadness', 'score': 0.10984247922897339}, {'label': 'joy', 'score': 0.5909529328346252}, {'label': 'love', 'score': 0.0046707866713404655}, {'label': 'anger', 'score': 0.27174606919288635}, {'label': 'fear', 'score': 0.021361196413636208}, {'label': 'surprise', 'score': 0.00142649095505476}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0209,"There was much more to the dream than this, but I can't remember it. I dreamed that I was supposed to go out with a boy on Saturday. I'm not sure which boy it was, but it was one of two that I date now. Then another boy named Victor asked me out for Saturday. (Victor is the first boy I ever went with. We broke up several years ago, but there has been attraction on both our parts ever since. I still like him, but he goes out with a good friend of mine. Since we understand each other, he periodically comes and tells me all his troubles.) When in the dream he asked me out, I knew that I already had a date, but I said okay, I would see him Saturday. He grinned, looking as if he knew about my other date, and left.",171,Missing,0,15.439819,-20.216084,-2.2812238,-1.1993573,2,1,NEGATIVE,0.5755047798156738,"[[{'label': 'sadness', 'score': 0.9759109020233154}, {'label': 'joy', 'score': 0.009960648603737354}, {'label': 'love', 'score': 0.0016953629674389958}, {'label': 'anger', 'score': 0.01123330183327198}, {'label': 'fear', 'score': 0.0009531166288070381}, {'label': 'surprise', 'score': 0.00024668124387972057}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0210,"The early part of the dream I can hardly remember. I only know that I knew a poetic, artistic young man, and he died on the corner of Euclid and Adelbert Roads. There was no accident or anything unusual. He just lay down on the sidewalk and expired. The second part is not much clearer. I was in a sort of drawing class. We had to copy a make variations on a girl's figure. She had a very full skirt and very padded, broad shoulders. We drew her outline on the paper by drawing around a figure of her made in chocolate. Somehow, I couldn't find my chocolate figure and had to borrow someone else's. That figure was getting melted and soft, so that as I traced around it, I got chocolate all over my finger. I thought I was copying the girl's figure front view. Suddenly I looked up and it had changed to back view. I had to erase a great deal.",188,Missing,0,2.2040484,-10.607783,-0.5026175,-1.06273,2,1,NEGATIVE,0.9992976188659668,"[[{'label': 'sadness', 'score': 0.06454029679298401}, {'label': 'joy', 'score': 0.7439137101173401}, {'label': 'love', 'score': 0.0018598887836560607}, {'label': 'anger', 'score': 0.049214061349630356}, {'label': 'fear', 'score': 0.10425057262182236}, {'label': 'surprise', 'score': 0.036221448332071304}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0211,"I dreamt that I was at the camp where I worked last summer, but two girls from school were there with me. There seemed to be a series of secret passages around the camp, and I was always running from something through them. Although I knew someone was after me, I was not sure who it was, so I was never sure whom I could trust. I also had the feeling that I had to get back to town. When the phone rang, I answered it and someone asked for me. Just as I was about to speak again, one of the other girls from school answered on another extension and said that I was not there. At this I became more frightened and didn't know where to turn.",143,AP,1,13.58208,-30.029114,-2.119526,-1.7981408,2,1,NEGATIVE,0.9991827607154846,"[[{'label': 'sadness', 'score': 0.00038016177131794393}, {'label': 'joy', 'score': 0.00035834586014971137}, {'label': 'love', 'score': 0.00012709196016658098}, {'label': 'anger', 'score': 0.0008788929553702474}, {'label': 'fear', 'score': 0.9976848363876343}, {'label': 'surprise', 'score': 0.0005706071970053017}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0212,"I dreamt that I was at a swimming pool. However, it seemed to be a combination of a swimming pool and an open body of water. Although there were sides to it, waves were continually washing in. I stood looking at it, trying to get up enough courage to go in. Other people stood about and wanted me to go, telling me that it was safe. However, jut as I was getting up my courage, a boat race started past the place and it became impossible for me to enter the water.",104,Missing,0,10.7583,-33.03944,-1.8031048,-2.164941,2,1,NEGATIVE,0.9919737577438354,"[[{'label': 'sadness', 'score': 0.013823302462697029}, {'label': 'joy', 'score': 0.7916660308837891}, {'label': 'love', 'score': 0.0023898626677691936}, {'label': 'anger', 'score': 0.02391761727631092}, {'label': 'fear', 'score': 0.16668517887592316}, {'label': 'surprise', 'score': 0.0015179793117567897}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0213,"I dreamt that I was crossing the street toward 107th Street by the Elysium Auto Sales when I heard some people in a car plotting a murder. Somehow I seemed to keep going back and forth across the street without seeming to be detected, and thus hearing the whole plot. A man who was a gangster was going to murder his mother-in-law. The only motive for this crime seemed to be that she had bought a hat that was too small for her. This gangster later found out that I heard the plot and was going to try to catch me. There was a man at the Elysium Auto Sales who was going to help me from being caught, however. The murderer's gang had come to the building where I was in a car. When I got in the car, it seemed to be enclosed; there was another car in front of it and the wall of the building in the back. When I did try to go, I seemed to go backwards. As the car seemed to start its slow backward motion, the dream ended.",203,Missing,0,20.872822,15.788806,3.1084356,-1.2899996,5,0,NEGATIVE,0.9989855885505676,"[[{'label': 'sadness', 'score': 0.003131966572254896}, {'label': 'joy', 'score': 0.011183799244463444}, {'label': 'love', 'score': 0.0007264695595949888}, {'label': 'anger', 'score': 0.11470305174589157}, {'label': 'fear', 'score': 0.8683851361274719}, {'label': 'surprise', 'score': 0.0018695727922022343}]]"
